Title,Date,Type,Country,Report No,PDF Link
"India - Shared Infrastructure for Solar Parks Project : Resettlement Plan (Vol. 2 of 17) : Resettlement Action Plan and Livelihood Restoration Plan for Neemuch Solar Park (Units 1, 2, and 3) : Part Two",2021-05-03T04:00:00Z,Resettlement Plan,India,SFG6931,http://documents.worldbank.org/curated/en/185341629794722592/pdf/Resettlement-Action-Plan-and-Livelihood-Restoration-Plan-for-Neemuch-Solar-Park-Units-1-2-and-3-Part-Two.pdf
India - Shared Infrastructure for Solar Parks Project : Environmental Assessment (Vol. 9 of 19) : Environmental and Social Impact Assessment for Agar and Shajapur Transmission Line : Part Two,2021-05-08T04:00:00Z,Environmental Assessment,India,SFG2561,http://documents.worldbank.org/curated/en/958811629785091744/pdf/Environmental-and-Social-Impact-Assessment-for-Agar-and-Shajapur-Transmission-Line-Part-Two.pdf
Burundi - AFRICA EAST- P164435- Solar Energy in Local Communities - Procurement Plan,2021-05-06T04:00:00Z,Procurement Plan,Burundi,STEP48843,http://documents.worldbank.org/curated/en/605701620328607721/pdf/Burundi-AFRICA-EAST-P164435-Solar-Energy-in-Local-Communities-Procurement-Plan.pdf
"India - Shared Infrastructure for Solar Parks Project : Environmental Assessment (Vol. 18 of 19) : Environmental and Social Impact Assessment for FPIC Approach, Draft Discussion, and Decision Making Framework : Part Two",2021-05-05T04:00:00Z,Environmental Assessment,India,SFG2561,http://documents.worldbank.org/curated/en/806811631790898797/pdf/Environmental-and-Social-Impact-Assessment-for-FPIC-Approach-Draft-Discussion-and-Decision-Making-Framework-Part-Two.pdf
India - Shared Infrastructure for Solar Parks Project : Environmental Assessment (Vol. 7 of 19) : Environmental and Social Impact Assessment for Neemuch Transmission Line,2021-05-18T04:00:00Z,Environmental Assessment,India,SFG2561,http://documents.worldbank.org/curated/en/256251624857797188/pdf/Environmental-and-Social-Impact-Assessment-for-Neemuch-Transmission-Line.pdf
"India - Shared Infrastructure for Solar Parks Project : Resettlement Plan (Vol. 16 of 17) : Resettlement Action Plan and Livelihood Restoration Plan for RUMSL’s 1500 MW Solar Park Project and Associated Infrastructure Across Neemuch, Agar, and Shajapur : Part Six",2021-05-11T04:00:00Z,Resettlement Plan,India,SFG6931,http://documents.worldbank.org/curated/en/938211631596783583/pdf/Resettlement-Action-Plan-and-Livelihood-Restoration-Plan-for-RUMSL-s-1500-MW-Solar-Park-Project-and-Associated-Infrastructure-Across-Neemuch-Agar-and-Shajapur-Part-Six.pdf
India - Shared Infrastructure for Solar Parks Project : Environmental Assessment (Vol. 10 of 19) : Environmental and Social Impact Assessment for Agar and Shajapur Transmission Line : Part Three,2021-05-08T04:00:00Z,Environmental Assessment,India,SFG2561,http://documents.worldbank.org/curated/en/658701629785872796/pdf/Environmental-and-Social-Impact-Assessment-for-Agar-and-Shajapur-Transmission-Line-Part-Three.pdf
World - OTHER- P171037- Quality Assurance Capacity Building for the Off-Grid Solar Sector - Procurement Plan,2021-09-03T04:00:00Z,Procurement Plan,World,STEP53824,http://documents.worldbank.org/curated/en/854361630699342631/pdf/World-OTHER-P171037-Quality-Assurance-Capacity-Building-for-the-Off-Grid-Solar-Sector-Procurement-Plan.pdf
Western Africa - AFRICA WEST- P162580- Solar Development in Sub-Saharan Africa - Phase 1 (Sahel) - Procurement Plan,2021-04-19T04:00:00Z,Procurement Plan,Africa,STEP47993,http://documents.worldbank.org/curated/en/693411618841071484/pdf/Western-Africa-AFRICA-WEST-P162580-Solar-Development-in-Sub-Saharan-Africa-Phase-1-Sahel-Procurement-Plan.pdf
India - Shared Infrastructure for Solar Parks Project : Environmental Assessment (Vol. 14 of 19) : Environmental and Social Impact Assessment for Agar and Shajapur Transmission Line : Part Seven,2021-05-08T04:00:00Z,Environmental Assessment,India,SFG2561,http://documents.worldbank.org/curated/en/993991629788011624/pdf/Environmental-and-Social-Impact-Assessment-for-Agar-and-Shajapur-Transmission-Line-Part-Seven.pdf
India - Shared Infrastructure for Solar Parks Project : Environmental Assessment (Vol. 8 of 19) : Environmental and Social Impact Assessment for Agar and Shajapur Transmission Line : Part One,2021-05-08T04:00:00Z,Environmental Assessment,India,SFG2561,http://documents.worldbank.org/curated/en/908111629784618495/pdf/Environmental-and-Social-Impact-Assessment-for-Agar-and-Shajapur-Transmission-Line-Part-One.pdf
"India - Shared Infrastructure for Solar Parks Project : Resettlement Plan (Vol. 13 of 17) : Resettlement Action Plan and Livelihood Restoration Plan for RUMSL’s 1500 MW Solar Park Project and Associated Infrastructure Across Neemuch, Agar, and Shajapur : Part Three",2021-05-11T04:00:00Z,Resettlement Plan,India,SFG6931,http://documents.worldbank.org/curated/en/716211631596131475/pdf/Resettlement-Action-Plan-and-Livelihood-Restoration-Plan-for-RUMSL-s-1500-MW-Solar-Park-Project-and-Associated-Infrastructure-Across-Neemuch-Agar-and-Shajapur-Part-Three.pdf
India - Shared Infrastructure for Solar Parks Project : Environmental Assessment (Vol. 13 of 19) : Environmental and Social Impact Assessment for Agar and Shajapur Transmission Line : Part Six,2021-05-08T04:00:00Z,Environmental Assessment,India,SFG2561,http://documents.worldbank.org/curated/en/762081629787340141/pdf/Environmental-and-Social-Impact-Assessment-for-Agar-and-Shajapur-Transmission-Line-Part-Six.pdf
Western Africa - AFRICA WEST- P162580- Solar Development in Sub-Saharan Africa - Phase 1 (Sahel) - Procurement Plan,2021-11-09T05:00:00Z,Procurement Plan,Africa,STEP56738,http://documents.worldbank.org/curated/en/994481636452923345/pdf/Western-Africa-AFRICA-WEST-P162580-Solar-Development-in-Sub-Saharan-Africa-Phase-1-Sahel-Procurement-Plan.pdf
Western Africa - AFRICA WEST- P162580- Solar Development in Sub-Saharan Africa - Phase 1 (Sahel) - Procurement Plan,2021-02-11T05:00:00Z,Procurement Plan,Africa,STEP44927,http://documents.worldbank.org/curated/en/124431613068979398/pdf/Western-Africa-AFRICA-WEST-P162580-Solar-Development-in-Sub-Saharan-Africa-Phase-1-Sahel-Procurement-Plan.pdf
Nepal - SOUTH ASIA - P146344 - Nepal: Grid Solar and Energy Efficiency - Audited Financial Statement,2021-07-09T04:00:00Z,Auditing Document,Nepal,SCA0029360,http://documents.worldbank.org/curated/en/836881631687319098/pdf/Nepal-SOUTH-ASIA-P146344-Nepal-Grid-Solar-and-Energy-Efficiency-Audited-Financial-Statement.pdf
Comoros - AFRICA EAST- P162783- Comoros Solar Energy Integration Platform - Procurement Plan,2021-02-04T05:00:00Z,Procurement Plan,Comoros,STEP44595,http://documents.worldbank.org/curated/en/295271612459683996/pdf/Comoros-AFRICA-EAST-P162783-Comoros-Solar-Energy-Integration-Platform-Procurement-Plan.pdf
India - SOUTH ASIA - P154283 - Shared Infrastructure for Solar Parks Project - Audited Financial Statement,2021-01-11T05:00:00Z,Auditing Document,India,SA00991692,http://documents.worldbank.org/curated/en/738821618229614599/pdf/India-SOUTH-ASIA-P154283-Shared-Infrastructure-for-Solar-Parks-Project-Audited-Financial-Statement.pdf
"India - Shared Infrastructure for Solar Parks Project : Environmental Assessment (Vol. 19 of 19) : Environmental and Social Impact Assessment for FPIC Approach, Draft Discussion, and Decision Making Framework : Part Three",2021-05-05T04:00:00Z,Environmental Assessment,India,SFG2561,http://documents.worldbank.org/curated/en/287811631791203775/pdf/Environmental-and-Social-Impact-Assessment-for-FPIC-Approach-Draft-Discussion-and-Decision-Making-Framework-Part-Three.pdf
Western Africa - AFRICA WEST- P162580- Solar Development in Sub-Saharan Africa - Phase 1 (Sahel) - Procurement Plan,2021-08-13T04:00:00Z,Procurement Plan,Africa,STEP52959,http://documents.worldbank.org/curated/en/875021628848718064/pdf/Western-Africa-AFRICA-WEST-P162580-Solar-Development-in-Sub-Saharan-Africa-Phase-1-Sahel-Procurement-Plan.pdf
"India - Shared Infrastructure for Solar Parks Project : Environmental Assessment (Vol. 17 of 19) : Environmental and Social Impact Assessment for FPIC Approach, Draft Discussion, and Decision Making Framework : Part One",2021-05-05T04:00:00Z,Environmental Assessment,India,SFG2561,http://documents.worldbank.org/curated/en/411421631790611237/pdf/Environmental-and-Social-Impact-Assessment-for-FPIC-Approach-Draft-Discussion-and-Decision-Making-Framework-Part-One.pdf
Niger - AFRICA WEST - P160170 - Niger Solar Electricity Access Project (NESAP) - Audited Financial Statement,2021-06-29T04:00:00Z,Auditing Document,Niger,SCA0061256,http://documents.worldbank.org/curated/en/658571629886702940/pdf/Niger-AFRICA-WEST-P160170-Niger-Solar-Electricity-Access-Project-NESAP-Audited-Financial-Statement.pdf
,,,,,
Nepal - SOUTH ASIA - P146344 - Nepal: Grid Solar and Energy Efficiency - Audited Financial Statement,2021-06-15T04:00:00Z,Auditing Document,Nepal,SCA0029363,http://documents.worldbank.org/curated/en/132921627036970403/pdf/Nepal-SOUTH-ASIA-P146344-Nepal-Grid-Solar-and-Energy-Efficiency-Audited-Financial-Statement.pdf
Western Africa - AFRICA WEST- P162580- Solar Development in Sub-Saharan Africa - Phase 1 (Sahel) - Procurement Plan,2021-10-19T04:00:00Z,Procurement Plan,Africa,STEP55846,http://documents.worldbank.org/curated/en/211281634664011152/pdf/Western-Africa-AFRICA-WEST-P162580-Solar-Development-in-Sub-Saharan-Africa-Phase-1-Sahel-Procurement-Plan.pdf
Labor Management Procedures Solar Energy and Access Project (P166785),2021-04-14T04:00:00Z,Procedure and Checklist,Burkina Faso,,http://documents.worldbank.org/curated/en/915221618424478278/pdf/Labor-Management-Procedures-Solar-Energy-and-Access-Project-P166785.pdf
Disclosable Version of the ISR - Quality Assurance Capacity Building for the Off-Grid Solar Sector - P171037 - Sequence No : 01,2021-03-25T04:00:00Z,Implementation Status and Results Report,World,ISR41499,http://documents.worldbank.org/curated/en/349141616703472050/pdf/Disclosable-Version-of-the-ISR-Quality-Assurance-Capacity-Building-for-the-Off-Grid-Solar-Sector-P171037-Sequence-No-01.pdf
Disclosable Version of the ISR - Navoi Scaling Solar Independent Power Producer Project - P170598 - Sequence No : 01,2021-05-04T04:00:00Z,Implementation Status and Results Report,Uzbekistan,ISR45888,http://documents.worldbank.org/curated/en/363311620131367541/pdf/Disclosable-Version-of-the-ISR-Navoi-Scaling-Solar-Independent-Power-Producer-Project-P170598-Sequence-No-01.pdf
Concept Stage Program Information Document (PID) - Scaling-up distributed solar PVs in Turkey - P176375,2021-04-12T04:00:00Z,Project Information Document,Turkiye,PIDC245308,http://documents.worldbank.org/curated/en/615601618253469341/pdf/Concept-Stage-Program-Information-Document-PID-Scaling-up-distributed-solar-PVs-in-Turkey-P176375.pdf
Project Information Document-Integrated Safeguards Data Sheet - Finance for Jobs II Additional Finance - Covid19 Response - P175414,2021-01-13T05:00:00Z,Project Information and Integrated Safeguards Data Sheet,West Bank and Gaza,PIDISDSA30659,http://documents.worldbank.org/curated/en/166541610566754454/pdf/Project-Information-Document-Integrated-Safeguards-Data-Sheet-Finance-for-Jobs-II-Additional-Finance-Covid19-Response-P175414.pdf
Stakeholder Engagement Plan (SEP) Solar Energy and Access Project (P166785),2021-04-14T04:00:00Z,Stakeholder Engagement Plan,Burkina Faso,,http://documents.worldbank.org/curated/en/348461618440447675/pdf/Stakeholder-Engagement-Plan-SEP-Solar-Energy-and-Access-Project-P166785.pdf
Disclosable Version of the ISR - Solar Development in Sub-Saharan Africa - Phase 1 (Sahel) - P162580 - Sequence No : 06,2021-06-17T04:00:00Z,Implementation Status and Results Report,Africa,ISR47240,http://documents.worldbank.org/curated/en/415811623938356905/pdf/Disclosable-Version-of-the-ISR-Solar-Development-in-Sub-Saharan-Africa-Phase-1-Sahel-P162580-Sequence-No-06.pdf
Resettlement Framework Solar Energy and Access Project (P166785),2021-04-14T04:00:00Z,Environmental and Social Management Framework,Burkina Faso,,http://documents.worldbank.org/curated/en/657341618440419916/pdf/Resettlement-Framework-Solar-Energy-and-Access-Project-P166785.pdf
Disclosable Version of the ISR - Finance for Jobs II - P159337 - Sequence No : 08,2021-09-09T04:00:00Z,Implementation Status and Results Report,West Bank and Gaza,ISR47823,http://documents.worldbank.org/curated/en/466341631154270854/pdf/Disclosable-Version-of-the-ISR-Finance-for-Jobs-II-P159337-Sequence-No-08.pdf
Kenya - AFRICA EAST- P160009- Kenya: Off-grid Solar Access Project for Underserved Counties - Procurement Plan,2021-02-24T05:00:00Z,Procurement Plan,Kenya,STEP45588,http://documents.worldbank.org/curated/en/889141614190296327/pdf/Kenya-AFRICA-EAST-P160009-Kenya-Off-grid-Solar-Access-Project-for-Underserved-Counties-Procurement-Plan.pdf
Kenya - AFRICA EAST- P160009- Kenya: Off-grid Solar Access Project for Underserved Counties - Procurement Plan,2021-09-14T04:00:00Z,Procurement Plan,Kenya,STEP54205,http://documents.worldbank.org/curated/en/994811631606044621/pdf/Kenya-AFRICA-EAST-P160009-Kenya-Off-grid-Solar-Access-Project-for-Underserved-Counties-Procurement-Plan.pdf
Stakeholder Engagement Plan (SEP) - Solar Energy and Access Project - P166785,2021-04-19T04:00:00Z,Stakeholder Engagement Plan,Burkina Faso,,http://documents.worldbank.org/curated/en/954871618836225514/pdf/Stakeholder-Engagement-Plan-SEP-Solar-Energy-and-Access-Project-P166785.pdf
Implementation Completion and Results Report (ICR) Document -  Solar PV Demonstration   Scale Up Project - P153404,2021-03-14T05:00:00Z,Implementation Completion and Results Report,"OECS Countries,World",ICR00005141,http://documents.worldbank.org/curated/en/149381615751485450/pdf/Implementation-Completion-and-Results-Report-ICR-Document-Solar-PV-Demonstration-Scale-Up-Project-P153404.pdf
West Bank and Gaza - MIDDLE EAST AND NORTH AFRICA- P159337- Finance for Jobs II - Procurement Plan,2021-11-01T04:00:00Z,Procurement Plan,West Bank and Gaza,STEP56416,http://documents.worldbank.org/curated/en/456911635806755250/pdf/West-Bank-and-Gaza-MIDDLE-EAST-AND-NORTH-AFRICA-P159337-Finance-for-Jobs-II-Procurement-Plan.pdf
West Bank and Gaza - MIDDLE EAST AND NORTH AFRICA- P159337- Finance for Jobs II - Procurement Plan,2021-01-26T05:00:00Z,Procurement Plan,West Bank and Gaza,STEP44111,http://documents.worldbank.org/curated/en/707651611651698576/pdf/West-Bank-and-Gaza-MIDDLE-EAST-AND-NORTH-AFRICA-P159337-Finance-for-Jobs-II-Procurement-Plan.pdf
West Bank and Gaza - MIDDLE EAST AND NORTH AFRICA- P159337- Finance for Jobs II - Procurement Plan,2021-04-29T04:00:00Z,Procurement Plan,West Bank and Gaza,STEP48528,http://documents.worldbank.org/curated/en/504301619700291652/pdf/West-Bank-and-Gaza-MIDDLE-EAST-AND-NORTH-AFRICA-P159337-Finance-for-Jobs-II-Procurement-Plan.pdf
Disclosable Version of the ISR - Finance for Jobs II - P159337 - Sequence No : 07,2021-02-11T05:00:00Z,Implementation Status and Results Report,West Bank and Gaza,ISR45271,http://documents.worldbank.org/curated/en/874551613028357461/pdf/Disclosable-Version-of-the-ISR-Finance-for-Jobs-II-P159337-Sequence-No-07.pdf
West Bank and Gaza - MIDDLE EAST AND NORTH AFRICA - P159337 - Finance for Jobs II - Audited Financial Statement,2021-04-12T04:00:00Z,Auditing Document,West Bank and Gaza,SCA0024207,http://documents.worldbank.org/curated/en/293041618993563866/pdf/West-Bank-and-Gaza-MIDDLE-EAST-AND-NORTH-AFRICA-P159337-Finance-for-Jobs-II-Audited-Financial-Statement.pdf
Kenya - AFRICA EAST- P160009- Kenya: Off-grid Solar Access Project for Underserved Counties - Procurement Plan,2021-03-24T04:00:00Z,Procurement Plan,Kenya,STEP46884,http://documents.worldbank.org/curated/en/353601616590181474/pdf/Kenya-AFRICA-EAST-P160009-Kenya-Off-grid-Solar-Access-Project-for-Underserved-Counties-Procurement-Plan.pdf
West Bank and Gaza - MIDDLE EAST AND NORTH AFRICA- P159337- Finance for Jobs II - Procurement Plan,2021-03-02T05:00:00Z,Procurement Plan,West Bank and Gaza,STEP45861,http://documents.worldbank.org/curated/en/993401614697614565/pdf/West-Bank-and-Gaza-MIDDLE-EAST-AND-NORTH-AFRICA-P159337-Finance-for-Jobs-II-Procurement-Plan.pdf
Pakistan - SOUTH ASIA- P159712- Sindh Solar Energy Project - Procurement Plan,2021-05-24T04:00:00Z,Procurement Plan,Pakistan,STEP49480,
Living in the Light : The Bangladesh Solar Home Systems Story,2021-03-24T04:00:00Z,Report,Bangladesh,157689,http://documents.worldbank.org/curated/en/153291616567928411/pdf/Living-in-the-Light-The-Bangladesh-Solar-Home-Systems-Story.pdf
Disclosable Version of the ISR - Kenya: Off-grid Solar Access Project for Underserved Counties - P160009 - Sequence No : 07,2021-02-03T05:00:00Z,Implementation Status and Results Report,Kenya,ISR44637,http://documents.worldbank.org/curated/en/976331612370859706/pdf/Disclosable-Version-of-the-ISR-Kenya-Off-grid-Solar-Access-Project-for-Underserved-Counties-P160009-Sequence-No-07.pdf
Environmental and Social Commitment Plan (ESCP) Solar Energy and Access Project (P166785),2021-05-20T04:00:00Z,Environmental and Social Commitment Plan,Burkina Faso,,http://documents.worldbank.org/curated/en/556101621538111187/pdf/Environmental-and-Social-Commitment-Plan-ESCP-Solar-Energy-and-Access-Project-P166785.pdf
Environmental and Social Commitment Plan (ESCP) Solar Energy and Access Project (P166785),2021-05-26T04:00:00Z,Environmental and Social Commitment Plan,Burkina Faso,,http://documents.worldbank.org/curated/en/518201622043665542/pdf/Environmental-and-Social-Commitment-Plan-ESCP-Solar-Energy-and-Access-Project-P166785.pdf
Disclosable Version of the ISR - Kenya: Off-grid Solar Access Project for Underserved Counties - P160009 - Sequence No : 08,2021-06-29T04:00:00Z,Implementation Status and Results Report,Kenya,ISR47150,http://documents.worldbank.org/curated/en/723561624934549523/pdf/Disclosable-Version-of-the-ISR-Kenya-Off-grid-Solar-Access-Project-for-Underserved-Counties-P160009-Sequence-No-08.pdf
India - Shared Infrastructure for Solar Parks Project : Environmental Assessment (Vol. 16 of 19) : Environmental and Social Impact Assessment for Agar and Shajapur Transmission Line : Part Nine,2021-05-08T04:00:00Z,Environmental Assessment,India,SFG2561,http://documents.worldbank.org/curated/en/255311629789267029/pdf/Environmental-and-Social-Impact-Assessment-for-Agar-and-Shajapur-Transmission-Line-Part-Nine.pdf
